rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
2010,1315,Tarneit Road / Bethany Road,TARNEIT ROAD/BETHANY ROAD,2014-05,INT,WYN,111387720,-37.8526,144.668354,True,56.82355469589512,yellow,0.165141,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.8526,144.668354"
2011,3571,VICTORIA near CROMWELL,VICTORIA NR CROMWELL,2016-06,POS,YRA,111381095,-37.809446,144.989512,True,56.80206318504191,yellow,0.165132,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.809446,144.989512"
2012,4390,Swanston / Queensberry,SWANSTON/QUEENSBERRY,2014-01,INT,MBN,111301523,-37.804562,144.96326,True,56.78057167418869,yellow,0.165014,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.804562,144.96326"
2013,4502,Victoria / King / Curzon,VICTORIA/KING/CURZON,2014-01,INT,MBN,111276861,-37.804984,144.947774,True,56.75908016333548,yellow,0.164977,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.804984,144.947774"
2014,3760,MELBOURNE near WILKINS,MELBOURNE NR WILKINS,2014-01,POS,HOB,111233538,-37.845953,144.88549,True,56.73758865248227,yellow,0.164913,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.845953,144.88549"
2015,1161,WHITEHALL ST near BUNBURY,WHITEHALL ST NR BUNBURY,2014-01,POS,MRG,111168396,-37.802895,144.905274,True,56.71609714162905,yellow,0.164816,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.802895,144.905274"
2016,6631,Princes Highway East / SHADY CREEK / RAILWAY / ROLLO (YARRAGON),PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON),2014-05,INT,BAW,111144677,-38.203954,146.067669,True,56.69460563077584,yellow,0.164781,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.203954,146.067669"
2017,5104,MIDLAND Highway near STODDART,MIDLAND HWY NR STODDART,2016-06,POS,GLG,111139752,-38.123768,144.336741,True,56.67311411992263,yellow,0.164774,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.123768,144.336741"
2018,5121,GEELONG-PORTARLINGTON near EVERSLEY,GEELONG-PORTARLINGTON NR EVERSLEY,2016-01,POS,GLG,111134892,-38.174154,144.569432,True,56.65162260906942,yellow,0.164767,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.174154,144.569432"
2019,4445,Albert / Gisborne,ALBERT/GISBORNE,2014-01,INT,MBN,111115879,-37.809538,144.975651,True,56.63013109821621,yellow,0.164738,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.809538,144.975651"
2020,379,HIGH near FONTEYN,HIGH NR FONTEYN,2014-01,POS,KNO,111061339,-37.876938,145.221263,True,56.608639587362994,yellow,0.164658,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.876938,145.221263"
2021,3231,High / Main,HIGH/MAIN,2014-01,INT,WHI,110968815,-37.680245,145.013835,True,56.58714807650978,yellow,0.16452,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.680245,145.013835"
2022,2721,Taylors / Keilor Downs S / C East Ent,TAYLORS/KEILOR DOWNS S/C EAST ENT,2014-01,INT,BRM,110937859,-37.728832,144.807703,True,56.56565656565656,yellow,0.164475,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.728832,144.807703"
2023,1203,Ringwood-Warrandyte / Milne,RINGWOOD-WARRANDYTE/MILNE,2014-01,INT,MAN,110902477,-37.784313,145.232826,True,56.54416505480335,yellow,0.164422,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.784313,145.232826"
2024,4803,Bridge / Coppin,BRIDGE/COPPIN,2014-01,INT,YRA,110901272,-37.819041,145.003789,True,56.52267354395014,yellow,0.16442,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.819041,145.003789"
2025,4823,ELIZABETH near WILLIAMS,ELIZABETH NR WILLIAMS,2014-01,POS,YRA,110736000,-37.811598,144.997425,True,56.50118203309693,yellow,0.164175,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811598,144.997425"
2026,6089,Gvh / Wilmot / Longstaff,GVH/WILMOT/LONGSTAFF,2014-01,INT,GSH,110713790,-36.396897,145.396293,True,56.47969052224371,yellow,0.164142,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.396897,145.396293"
2027,2341,Bay / Cheltenham Market,BAY/CHELTENHAM MARKET,2014-01,INT,KIN,110646021,-37.957136,145.049472,True,56.4581990113905,yellow,0.164042,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.957136,145.049472"
2028,2716,Canning / Military,CANNING/MILITARY,2014-01,INT,MNV,110627879,-37.770657,144.8656,True,56.43670750053729,yellow,0.164015,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.770657,144.8656"
2029,6201,PALL MALL (MC IVOR Highway) / WILLIAMSON,PALL MALL (MC IVOR HWY)/WILLIAMSON,2014-01,INT,GBO,110589207,-36.758492,144.280076,True,56.41521598968408,yellow,0.163958,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.758492,144.280076"
2030,522,Cranbourne-Frankston / Brookland Greens,CRANBOURNE-FRANKSTON/BROOKLAND GREENS,2014-01,INT,CAS,110571550,-38.11837,145.251005,True,56.39372447883086,yellow,0.163931,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.11837,145.251005"
2031,4649,Lwr Dandenong / Southern,LWR DANDENONG/SOUTHERN,2014-01,INT,KIN,110567113,-37.983947,145.087339,True,56.37223296797765,yellow,0.163925,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.983947,145.087339"
2032,6223,MCIVOR Highway / STERNBERG,MCIVOR HWY/STERNBERG,2014-01,INT,GBO,110560183,-36.757415,144.292755,True,56.35074145712443,yellow,0.163915,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.757415,144.292755"
2033,4143,SMITH near CHARLES,SMITH NR CHARLES,2014-01,POS,YRA,110533850,-37.803644,144.983463,True,56.32924994627122,yellow,0.163876,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.803644,144.983463"
2034,3765,Boardwalk / Murnong,BOARDWALK/MURNONG,2014-01,INT,WYN,110515901,-37.882941,144.733157,True,56.30775843541801,yellow,0.163849,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.882941,144.733157"
2035,753,Seaford / Railway / Fortescue,SEAFORD/RAILWAY/FORTESCUE,2014-01,INT,FRA,110468577,-38.110545,145.130797,True,56.2862669245648,yellow,0.163779,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.110545,145.130797"
2036,3221,High / Gower / Cramer,HIGH/GOWER/CRAMER,2014-01,INT,BOR,110444829,-37.740374,145.003616,True,56.26477541371159,yellow,0.163744,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.740374,145.003616"
2037,4258,WILLIAMSTOWN near CASTLE,WILLIAMSTOWN NR CASTLE,2014-01,POS,MRG,110388676,-37.818134,144.882452,True,56.24328390285838,yellow,0.16366,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.818134,144.882452"
2038,1399,Palmers / Pfw Ib On Ramp,PALMERS/PFW IB ON RAMP,2014-01,INT,WYN,110383180,-37.87006,144.74816,True,56.221792392005156,yellow,0.163652,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.87006,144.74816"
2039,668,Cheltenham / Bennet,CHELTENHAM/BENNET,2014-01,INT,DAN,110363971,-37.990931,145.198743,True,56.200300881151946,yellow,0.163624,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.990931,145.198743"
2040,3428,Fitzroy / Acland / Beaconsfield,FITZROY/ACLAND/BEACONSFIELD,2014-01,INT,PTP,110292935,-37.862011,144.973594,True,56.17880937029873,yellow,0.163518,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.862011,144.973594"
2041,3667,HIGH near PAKINGTON,HIGH NR PAKINGTON,2014-01,POS,BOR,110278588,-37.805672,145.033896,True,56.15731785944552,yellow,0.163497,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.805672,145.033896"
2042,4081,Bambra / Glen Eira,BAMBRA/GLEN EIRA,2014-01,INT,GLE,110232806,-37.880881,145.030064,True,56.13582634859231,yellow,0.163429,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.880881,145.030064"
2043,3905,Blackshaws / Grieve,BLACKSHAWS/GRIEVE,2014-01,INT,HOB,110223202,-37.827369,144.829084,True,56.11433483773909,yellow,0.163415,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.827369,144.829084"
2044,376,Boronia / Floriston / Hastings,BORONIA/FLORISTON/HASTINGS,2014-01,INT,KNO,110187556,-37.862763,145.288269,True,56.09284332688588,yellow,0.163362,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.862763,145.288269"
2045,3034,BEACH near TRAMWAY,BEACH NR TRAMWAY,2014-01,POS,BAY,110151283,-37.994176,145.034164,True,56.07135181603267,yellow,0.163308,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.994176,145.034164"
2046,1739,"Toorak Road, West of Glenbervie Road","Toorak Road, West of Glenbervie Road",2015-11,POS,FRA,110129818,-37.843651,145.030281,True,56.04986030517946,yellow,0.163277,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.843651,145.030281"
2047,1091,Cranbourne / Pen.Power Centre Access,CRANBOURNE/PEN.POWER CENTRE ACCESS,2014-01,INT,FRA,110098268,-38.146599,145.138607,True,56.02836879432624,yellow,0.16323,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.146599,145.138607"
2048,626,Bayswater / Eastfield,BAYSWATER/EASTFIELD,2014-01,INT,MRH,110059465,-37.810515,145.269561,True,56.00687728347303,yellow,0.163172,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810515,145.269561"
2049,5274,Morris / Bellbridge,MORRIS/BELLBRIDGE,2014-01,INT,WYN,110058928,-37.874413,144.702181,True,55.985385772619814,yellow,0.163171,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.874413,144.702181"
2050,4222,GERTRUDE near NAPIER,GERTRUDE NR NAPIER,2014-01,POS,YRA,110043034,-37.806015,144.979739,True,55.9638942617666,yellow,0.163148,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.806015,144.979739"
2051,3111,Brunswick / Grantham,BRUNSWICK/GRANTHAM,2014-01,INT,MRD,110030861,-37.775692,144.948794,True,55.94240275091339,yellow,0.16313,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.775692,144.948794"
2052,519,Heatherton / Belgrave-Hallam,HEATHERTON/BELGRAVE-HALLAM,2014-01,INT,CAS,110010433,-37.981542,145.310424,True,55.92091124006018,yellow,0.1631,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.981542,145.310424"
2053,362,BLACKBURN near CHERRY,BLACKBURN NR CHERRY,2014-01,POS,MSH,109975526,-37.865846,145.149605,True,55.89941972920697,yellow,0.163048,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.865846,145.149605"
2054,6262,Barnard / View,BARNARD/VIEW,2014-01,INT,GBO,109825780,-36.755246,144.274076,True,55.877928218353745,yellow,0.162826,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.755246,144.274076"
2055,3981,Barry / King / Maffra,BARRY/KING/MAFFRA,2014-01,INT,HUM,109797602,-37.666,144.94241,True,55.856436707500535,yellow,0.162784,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.666,144.94241"
2056,4602,Spencer / Bourke,SPENCER/BOURKE,2014-01,INT,MBN,109739495,-37.817092,144.95324,True,55.834945196647325,yellow,0.162698,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.817092,144.95324"
2057,6692,Princes Highway East / SEYMOUR TRARALGON,PHE/SEYMOUR           TRARALGON,2014-01,INT,DEL,109728734,-38.196457,146.541039,True,55.813453685794116,yellow,0.162682,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.196457,146.541039"
2058,1753,Berwick-Cranbourne Rd / Plymouth Blvd,Berwick-Cranbourne Rd / Plymouth Blvd,2017-12,INT,CAS,109726861,-38.098027,145.331109,True,55.7919621749409,yellow,0.162679,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.098027,145.331109"
2059,2994,Western Freeway Westbound Ramps / Ferris R,WESTERN FREEWAY WESTBOUND RAMPS/FERRIS R,2014-01,INT,MLT,109566380,-37.697317,144.603518,True,55.77047066408769,yellow,0.162441,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.697317,144.603518"
2060,6259,CALDER Highway[HIGH] / LAUREL,CALDER HWY[HIGH]/LAUREL,2014-01,INT,GBO,109401203,-36.771148,144.261475,True,55.748979153234465,yellow,0.162196,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.771148,144.261475"
2061,230,Nepean / Beach,NEPEAN/BEACH,2014-01,INT,FRA,109399246,-38.140215,145.12241,True,55.727487642381256,yellow,0.162193,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.140215,145.12241"
2062,3035,BEACH near NAPLES,BEACH NR NAPLES,2014-01,POS,KIN,109375436,-37.988732,145.059842,True,55.705996131528046,yellow,0.162158,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.988732,145.059842"
2063,3798,WHITEHORSE near CAMPBELL,WHITEHORSE NR CAMPBELL,2014-01,POS,BOR,109159935,-37.810698,145.063445,True,55.684504620674836,yellow,0.161839,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810698,145.063445"
2064,4214,Street Georges / Scotchmer,ST GEORGES/SCOTCHMER,2014-01,INT,YRA,109146912,-37.783308,144.983847,True,55.66301310982163,yellow,0.161819,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.783308,144.983847"
2065,3964,Camp / Maygar / Csl Access,CAMP/MAYGAR/CSL ACCESS,2014-01,INT,HUM,109141008,-37.687762,144.940562,True,55.6415215989684,yellow,0.161811,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.687762,144.940562"
2066,4779,MALVERN near CHATSWORTH,MALVERN NR CHATSWORTH,2014-01,POS,STO,109030974,-37.848698,145.00779,True,55.62003008811519,yellow,0.161647,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.848698,145.00779"
2067,2624,Rosamond / Highpoint City North Ent,ROSAMOND/HIGHPOINT CITY NORTH ENT,2014-01,INT,MRG,108977549,-37.770356,144.886456,True,55.59853857726198,yellow,0.161568,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.770356,144.886456"
2068,4654,Victoria / River,VICTORIA/RIVER,2014-01,INT,YRA,108976145,-37.811836,145.01349,True,55.57704706640877,yellow,0.161566,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811836,145.01349"
2069,4787,Gilbert / Murray,GILBERT/MURRAY,2014-01,INT,BOR,108972386,-37.736583,144.990301,True,55.55555555555556,yellow,0.161561,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.736583,144.990301"
2070,3750,Williamstown / Graham,WILLIAMSTOWN/GRAHAM,2014-01,INT,PTP,108808276,-37.833469,144.932769,True,55.53406404470235,yellow,0.161317,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.833469,144.932769"
2071,372,BORONIA near ROSE,BORONIA NR ROSE,2014-01,POS,KNO,108787955,-37.861307,145.274116,True,55.512572533849124,yellow,0.161287,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.861307,145.274116"
2072,4022,Sydney / Weston,SYDNEY/WESTON,2014-01,INT,MRD,108768210,-37.774737,144.96083,True,55.491081022995914,yellow,0.161258,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.774737,144.96083"
2073,3812,Camberwell / Seymour / Trafalgar,CAMBERWELL/SEYMOUR/TRAFALGAR,2014-01,INT,BOR,108678426,-37.836007,145.062164,True,55.469589512142704,yellow,0.161125,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.836007,145.062164"
2074,3440,Jasper / Mckinnon,JASPER/MCKINNON,2014-01,INT,GLE,108655558,-37.911652,145.042866,True,55.448098001289495,yellow,0.161091,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.911652,145.042866"
2075,263,Monash / Forster,MONASH/FORSTER,2014-01,INT,MSH,108646057,-37.892394,145.130478,True,55.42660649043628,yellow,0.161077,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.892394,145.130478"
2076,2905,LONSDALE near ST FRANCIS,LONSDALE NR ST FRANCIS,2014-03,POS,MBN,108600362,-37.811947,144.963407,True,55.40511497958307,yellow,0.161009,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811947,144.963407"
2077,920,BURWOOD Highway / MORRIS / MAST GULLY,BURWOOD HWY/MORRIS/MAST GULLY,2014-01,INT,YRG,108540574,-37.902203,145.330192,True,55.38362346872985,yellow,0.16092,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.902203,145.330192"
2078,4345,WAVERLEY near TENNYSON,WAVERLEY NR TENNYSON,2014-01,POS,STO,108490824,-37.876341,145.05118,True,55.362131957876635,yellow,0.160847,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.876341,145.05118"
2079,3801,Prospect Hill / Streetanhope / Trafalgar,PROSPECT HILL/STANHOPE/TRAFALGAR,2014-01,INT,BOR,108403653,-37.829009,145.064399,True,55.340640447023425,yellow,0.160717,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.829009,145.064399"
2080,501,Point Nepean / Truemans,POINT NEPEAN/TRUEMANS,2014-01,INT,MRP,108387397,-38.366937,144.862957,True,55.319148936170215,yellow,0.160693,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.366937,144.862957"
2081,3364,Karingal / Weidlich,KARINGAL/WEIDLICH,2014-01,INT,NBK,108372950,-37.704724,145.128145,True,55.297657425317006,yellow,0.160672,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.704724,145.128145"
2082,1344,WANTIRNA near GORDON,WANTIRNA NR GORDON,2014-01,POS,MRH,108364797,-37.836151,145.227373,True,55.27616591446378,yellow,0.16066,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.836151,145.227373"
2083,4013,Sydney / Albert,SYDNEY/ALBERT,2014-01,INT,MRD,108353857,-37.768856,144.961816,True,55.25467440361057,yellow,0.160644,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.768856,144.961816"
2084,630,DORSET near DUMOSA,DORSET NR DUMOSA,2014-01,POS,MRH,108351435,-37.810203,145.28822,True,55.23318289275736,yellow,0.16064,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810203,145.28822"
2085,1242,ST KILDA RD near UNION ST,ST KILDA RD NR UNION ST,2014-01,POS,PTP,108336330,-37.852391,144.981432,True,55.211691381904146,yellow,0.160618,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.852391,144.981432"
2086,3611,Barry / Longford,BARRY/LONGFORD,2014-01,INT,HUM,108265080,-37.664587,144.929139,True,55.190199871050936,yellow,0.160512,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.664587,144.929139"
2087,1311,Cooper Street / Davisson Street,COOPER ST/ DAVISSON ST,2014-01,INT,WHI,108165081,-37.652102,145.029469,True,55.168708360197726,yellow,0.160364,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.652102,145.029469"
2088,4884,City / Cecil / Ballantyne,CITY/CECIL/BALLANTYNE,2014-01,INT,PTP,108162129,-37.829336,144.956084,True,55.1472168493445,yellow,0.160359,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.829336,144.956084"
2089,3725,Ferntree Gully / Gilby,FERNTREE GULLY/GILBY,2014-01,INT,MSH,108136895,-37.900481,145.13617,True,55.12572533849129,yellow,0.160322,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.900481,145.13617"
2090,1830,Dalton Road / Spencer Street,Dalton Road / Spencer Street,2019-07,INT,WHI,108125821,-37.684478,145.029147,True,55.10423382763808,yellow,0.160305,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.684478,145.029147"
2091,1485,Pound Road nr Highland Avenue,Pound Road nr Highland Avenue,2019-02,POS,CAS,108117351,-38.027349,145.260853,True,55.08274231678487,yellow,0.160293,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.027349,145.260853"
2092,272,Cranbourne / Fletcher / Fire Streetn,CRANBOURNE/FLETCHER/FIRE STN,2014-01,INT,FRA,108082778,-38.145682,145.126405,True,55.061250805931664,yellow,0.160242,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.145682,145.126405"
2093,395,Hutton / Chapel,HUTTON/CHAPEL,2014-01,INT,DAN,108035797,-38.012787,145.159187,True,55.03975929507844,yellow,0.160172,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.012787,145.159187"
2094,5817,Streeturt Street / Lydiard,STURT ST/LYDIARD,2014-01,INT,BLT,108013362,-37.562107,143.857737,True,55.01826778422523,yellow,0.160139,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.562107,143.857737"
2095,224,NEPEAN near STEPrinces Highway EastNS,NEPEAN NR STEPHENS,2014-01,POS,KIN,107963964,-38.074571,145.122113,True,54.996776273372014,yellow,0.160065,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.074571,145.122113"
2096,3268,Separation / Streetation,SEPARATION/STATION,2014-01,INT,DAR,107950838,-37.771709,145.019347,True,54.975284762518804,yellow,0.160046,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.771709,145.019347"
2097,952,Clow Street / Dandenong Market Access,CLOW ST/DANDENONG MARKET ACCESS,2014-01,INT,DAN,107931414,-37.985203,145.217197,True,54.953793251665594,yellow,0.160017,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.985203,145.217197"
2098,4583,William / Collins,WILLIAM/COLLINS,2014-01,INT,MBN,107825103,-37.817643,144.959111,True,54.932301740812385,yellow,0.15986,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.817643,144.959111"
2099,6086,Gvh (Wyndham) / Balaclava,GVH (WYNDHAM) / BALACLAVA,2014-01,INT,GSH,107799087,-36.36669,145.402307,True,54.91081022995916,yellow,0.159821,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.36669,145.402307"
2100,5106,MIDLAND Highway / ANAKIE / VINES,MIDLAND HWY/ANAKIE/VINES,2014-01,INT,GLG,107796063,-38.116,144.330367,True,54.88931871910595,yellow,0.159817,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.116,144.330367"
2101,6333,Northern / Watson,NORTHERN/WATSON,2014-01,INT,MIT,107792630,-37.416372,144.979112,True,54.86782720825274,yellow,0.159811,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.416372,144.979112"
2102,4071,Inkerman / Kooyong,INKERMAN/KOOYONG,2014-01,INT,GLE,107735804,-37.868743,145.018327,True,54.84633569739953,yellow,0.159727,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.868743,145.018327"
2103,2782,Moore / Donald,MOORE/DONALD,2014-01,INT,MRG,107720498,-37.798211,144.903715,True,54.824844186546315,yellow,0.159705,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.798211,144.903715"
2104,104,Maroondah / Green,MAROONDAH/GREEN,2014-01,INT,YRG,107664869,-37.654057,145.516846,True,54.803352675693105,yellow,0.159622,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.654057,145.516846"
2105,2568,O'Herns / Miller / Great Brome,O'HERNS/MILLER/GREAT BROME,2014-08,INT,WHI,107661574,-37.636962,145.021858,True,54.78186116483988,yellow,0.159617,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.636962,145.021858"
2106,4789,Plenty / Wood,PLENTY/WOOD,2014-01,INT,DAR,107655661,-37.734395,145.013685,True,54.76036965398667,yellow,0.159608,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.734395,145.013685"
2107,4297,Southern / Waiora,SOUTHERN/WAIORA,2014-01,INT,BAN,107614084,-37.743224,145.058585,True,54.73887814313346,yellow,0.159547,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.743224,145.058585"
2108,801,Streetud / Streetud Park Shopping Centre,STUD/STUD PARK SHOPPING CENTRE,2014-01,INT,KNO,107495618,-37.919191,145.234715,True,54.71738663228025,yellow,0.159371,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.919191,145.234715"
