rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
2109,4024,Nicholson / Glenlyon,NICHOLSON/GLENLYON,2014-01,INT,MRD,107491621,-37.773497,144.979197,True,54.69589512142704,yellow,0.159365,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.773497,144.979197"
2110,5297,POINT COOK near CATHERINE (NORTH),POINT COOK NR CATHERINE (NORTH),2014-01,POS,HOB,107475186,-37.877799,144.757734,True,54.67440361057382,yellow,0.159341,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.877799,144.757734"
2111,2548,Gourlay / Hume Drive,GOURLAY/HUME DRIVE,2014-04,INT,MLT,107398711,-37.710108,144.74075,True,54.65291209972061,yellow,0.159227,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.710108,144.74075"
2112,5116,Geelong-Portarlington / Christies,GEELONG-PORTARLINGTON/CHRISTIES,2014-01,INT,GLG,107395086,-38.176706,144.476474,True,54.6314205888674,yellow,0.159222,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.176706,144.476474"
2113,1513,Ashley Streetreet / Rupert Streetreet,ASHLEY STREET/RUPERT STREET,2014-01,INT,MRG,107372053,-37.797665,144.862383,True,54.60992907801418,yellow,0.159188,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.797665,144.862383"
2114,881,Wellington / Pioneer Access,WELLINGTON/PIONEER ACCESS,2014-01,INT,KNO,107358206,-37.928423,145.262076,True,54.58843756716097,yellow,0.159167,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.928423,145.262076"
2115,4617,Chesterville / Wickham / Keys,CHESTERVILLE/WICKHAM/KEYS,2014-01,INT,KIN,107347675,-37.947248,145.059098,True,54.56694605630776,yellow,0.159152,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.947248,145.059098"
2116,3926,Streetation / Woodhouse,STATION/WOODHOUSE,2014-01,INT,WTH,107282210,-37.80177,145.126857,True,54.54545454545454,yellow,0.159055,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.80177,145.126857"
2117,1788,Berwick-Cranbourne Rd / Hammersley Dr,Berwick-Cranbourne Rd / Hammersley Dr,2019-09,INT,CAS,107271258,-38.093037,145.332041,True,54.52396303460133,yellow,0.159038,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.093037,145.332041"
2118,3820,High / Glen Iris,HIGH/GLEN IRIS,2014-01,INT,BOR,107248489,-37.861794,145.065853,True,54.50247152374812,yellow,0.159005,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.861794,145.065853"
2119,5058,High Street / Barwon Heads / Barrabool,HIGH ST/BARWON HEADS/BARRABOOL,2014-01,INT,GLG,107246514,-38.167579,144.350644,True,54.48098001289491,yellow,0.159002,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.167579,144.350644"
2120,2738,Keilor Park / The Link,KEILOR PARK/THE LINK,2014-01,INT,BRM,107223038,-37.718096,144.854868,True,54.459488502041694,yellow,0.158967,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.718096,144.854868"
2121,5205,Sydney / Swanston / Ryrie,SYDNEY/SWANSTON/RYRIE,2014-01,INT,GLG,107109624,-38.151409,144.36732,True,54.43799699118848,yellow,0.158799,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.151409,144.36732"
2122,1418,FORSYTH near FEDERATION TRAIL,FORSYTH NR FEDERATION TRAIL,2020-06,POS,WYN,107097874,-37.862774,144.731756,True,54.41650548033527,yellow,0.158781,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.862774,144.731756"
2123,4235,Buckley / Victoria,BUCKLEY/VICTORIA,2014-01,INT,MRG,107010696,-37.803259,144.892393,True,54.39501396948205,yellow,0.158652,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.803259,144.892393"
2124,5256,Phw / Wattle,PHW/WATTLE,2021-03,INT,WYN,107009528,-37.898711,144.670394,True,54.37352245862884,yellow,0.15865,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.898711,144.670394"
2125,1713,Leakes Rd / Bolivar Esp / Prosperity St,Leakes Rd / Bolivar Esp / Prosperity St,2017-04,INT,WYN,106883521,-37.838845,144.739887,True,54.35203094777563,yellow,0.158464,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.838845,144.739887"
2126,4525,Flinders Ext / World Trade Centre Access,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,2014-01,POS,MBN,106877421,-37.821234,144.954608,True,54.33053943692242,yellow,0.158455,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.821234,144.954608"
2127,6078,MIDLAND Highway / FRYERS,MIDLAND HWY/FRYERS,2014-01,INT,GSH,106850961,-36.379404,145.3958,True,54.3090479260692,yellow,0.158415,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.379404,145.3958"
2128,4078,Orrong / Glen Eira,ORRONG/GLEN EIRA,2014-01,INT,GLE,106835228,-37.878052,145.007174,True,54.28755641521599,yellow,0.158392,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.878052,145.007174"
2129,3307,HEIDELBERG near YARRAFORD,HEIDELBERG NR YARRAFORD,2014-01,POS,DAR,106758446,-37.782604,145.021471,True,54.26606490436278,yellow,0.158278,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.782604,145.021471"
2130,4723,Bay / Beach,BAY/BEACH,2014-01,INT,PTP,106751169,-37.843147,144.938149,True,54.24457339350957,yellow,0.158267,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.843147,144.938149"
2131,2318,BAY near JACK,BAY NR JACK,2014-01,POS,BAY,106750180,-37.956472,145.04397,True,54.22308188265635,yellow,0.158266,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.956472,145.04397"
2132,1002,Epsom / Langs,EPSOM/LANGS,2014-01,INT,MNV,106749415,-37.77939,144.913586,True,54.201590371803135,yellow,0.158265,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.77939,144.913586"
2133,4820,Victoria / Flockhart,VICTORIA/FLOCKHART,2014-01,INT,YRA,106706891,-37.811205,145.007093,True,54.18009886094992,yellow,0.158202,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811205,145.007093"
2134,1590,Burwood Highway / Terrara Road,Burwood Highway / Terrara Road,2015-08,INT,WTH,106568109,-37.857539,145.19011,True,54.15860735009671,yellow,0.157996,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.857539,145.19011"
2135,4664,Darebin / Victoria,DAREBIN/VICTORIA,2014-01,INT,BOR,106518770,-37.764628,145.012267,True,54.1371158392435,yellow,0.157923,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.764628,145.012267"
2136,5050,Mercer / Brougham,MERCER/BROUGHAM,2014-05,INT,GLG,106482892,-38.143808,144.356655,True,54.11562432839029,yellow,0.15787,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.143808,144.356655"
2137,396,Narre Warren Nth / Maramba,NARRE WARREN NTH/MARAMBA,2014-01,INT,CAS,106396033,-38.007984,145.310424,True,54.09413281753708,yellow,0.157741,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.007984,145.310424"
2138,5265,Derrimut / Willmott,DERRIMUT/WILLMOTT,2014-01,INT,WYN,106278620,-37.88661,144.681371,True,54.072641306683856,yellow,0.157567,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.88661,144.681371"
2139,4484,Macaulay / Streetubbs,MACAULAY/STUBBS,2014-01,INT,MBN,106271535,-37.794975,144.93486,True,54.051149795830646,yellow,0.157556,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.794975,144.93486"
2140,4234,Albert / Buckley,ALBERT/BUCKLEY,2014-01,INT,MRG,106233835,-37.803981,144.897408,True,54.02965828497743,yellow,0.1575,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.803981,144.897408"
2141,806,Dorset / Landscape,DORSET/LANDSCAPE,2014-01,INT,KNO,106150658,-37.845542,145.286579,True,54.00816677412422,yellow,0.157377,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.845542,145.286579"
2142,4722,Bay / Graham,BAY/GRAHAM,2014-01,INT,PTP,106143029,-37.840279,144.94079,True,53.98667526327101,yellow,0.157366,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.840279,144.94079"
2143,4636,Bourke / Clayton / Osborne,BOURKE/CLAYTON/OSBORNE,2014-01,INT,KIN,106132966,-37.94293,145.116225,True,53.9651837524178,yellow,0.157351,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.94293,145.116225"
2144,1704,Frankston-Dandenong Rd / Yazaki Way,Frankston-Dandenong Rd / Yazaki Way,2015-06,INT,FRA,106118501,-38.095416,145.176026,True,53.94369224156458,yellow,0.157329,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.095416,145.176026"
2145,557,Hallam Nth / Belgrave-Hallam,HALLAM NTH/BELGRAVE-HALLAM,2014-01,INT,CAS,106075005,-37.990928,145.276441,True,53.92220073071137,yellow,0.157265,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.990928,145.276441"
2146,2808,Childs / Prince Of Wales,CHILDS/PRINCE OF WALES,2014-01,INT,WHI,106069260,-37.66249,145.047363,True,53.90070921985816,yellow,0.157256,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.66249,145.047363"
2147,4913,Albert / Moray,ALBERT/MORAY,2014-01,INT,PTP,106039580,-37.838045,144.965715,True,53.87921770900495,yellow,0.157212,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.838045,144.965715"
2148,4809,Swan / Coppin,SWAN/COPPIN,2014-01,INT,YRA,105996332,-37.826184,145.002442,True,53.85772619815173,yellow,0.157148,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.826184,145.002442"
2149,5083,SURF COAST Highway / HEYERS,SURF COAST HWY/HEYERS,2014-01,INT,GLG,105978923,-38.20858,144.339971,True,53.836234687298514,yellow,0.157122,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.20858,144.339971"
2150,3842,GLENFERRIE near EDSALL,GLENFERRIE NR EDSALL,2014-01,POS,FRA,105968552,-37.861096,145.028552,True,53.814743176445305,yellow,0.157107,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.861096,145.028552"
2151,4074,Balaclava / Kooyong,BALACLAVA/KOOYONG,2014-01,INT,GLE,105937622,-37.871803,145.017734,True,53.79325166559209,yellow,0.157061,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.871803,145.017734"
2152,3183,Clyde Road / Mansfield Road / Langmore Lane,CLYDE RD/MANSFIELD RD/LANGMORE LANE,2014-01,INT,CAS,105927713,-38.032943,145.343472,True,53.77176015473888,yellow,0.157047,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.032943,145.343472"
2153,4413,LYGON near PELHAM,LYGON NR PELHAM,2014-01,POS,MBN,105922730,-37.803097,144.966522,True,53.75026864388567,yellow,0.157039,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.803097,144.966522"
2154,4008,Melville / Victoria,MELVILLE/VICTORIA,2014-01,INT,MRD,105918077,-37.764828,144.943766,True,53.72877713303246,yellow,0.157032,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.764828,144.943766"
2155,279,Heatherton / Tootal,HEATHERTON/TOOTAL,2014-01,INT,KIN,105901687,-37.959784,145.130645,True,53.707285622179235,yellow,0.157008,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.959784,145.130645"
2156,4295,Southern / Oriel,SOUTHERN/ORIEL,2014-01,INT,BAN,105881571,-37.741642,145.042832,True,53.685794111326025,yellow,0.156978,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.741642,145.042832"
2157,4762,High / Chapel,HIGH/CHAPEL,2014-01,INT,FRA,105866433,-37.85185,144.993371,True,53.664302600472816,yellow,0.156956,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.85185,144.993371"
2158,301,Plymouth / Yarra,PLYMOUTH/YARRA,2014-01,INT,MRH,105859259,-37.78357,145.274055,True,53.6428110896196,yellow,0.156945,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.78357,145.274055"
2159,2910,Spencer / Lonsdale,SPENCER/LONSDALE,2014-01,INT,MBN,105851185,-37.815137,144.952341,True,53.62131957876639,yellow,0.156933,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.815137,144.952341"
2160,2518,Sunshine / Roberts,SUNSHINE/ROBERTS,2014-01,INT,MRG,105816080,-37.800624,144.871669,True,53.599828067913165,yellow,0.156881,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.800624,144.871669"
2161,148,Manchester / Brice,MANCHESTER/BRICE,2014-01,INT,YRG,105793440,-37.785043,145.311008,True,53.578336557059956,yellow,0.156847,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.785043,145.311008"
2162,5875,MIDLAND Highway / MAIR,MIDLAND HWY/MAIR,2014-01,INT,BLT,105689061,-37.559467,143.855209,True,53.556845046206746,yellow,0.156693,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.559467,143.855209"
2163,1200,Vineyard / Mcdougall,VINEYARD/MCDOUGALL,2014-01,INT,HUM,105679142,-37.589205,144.715011,True,53.535353535353536,yellow,0.156678,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.589205,144.715011"
2164,4979,Exford / Streetaughton,EXFORD/STAUGHTON,2014-01,INT,MLT,105616168,-37.704597,144.574756,True,53.51386202450033,yellow,0.156585,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.704597,144.574756"
2165,6449,Streeturt(Deakin) / Fourteenth,STURT(DEAKIN)/FOURTEENTH,2014-01,INT,MIL,105504279,-34.19823,142.146983,True,53.49237051364712,yellow,0.156419,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-34.19823,142.146983"
2166,4771,Chapel / Wilson / Garden,CHAPEL/WILSON/GARDEN,2014-01,INT,FRA,105462817,-37.843693,144.994773,True,53.47087900279389,yellow,0.156357,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.843693,144.994773"
2167,5325,Leakes / Sunset Views / Tarneit Streetation,LEAKES/ SUNSET VIEWS / TARNEIT STATION,2014-11,INT,WYN,105441248,-37.83502,144.69547,True,53.44938749194068,yellow,0.156325,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.83502,144.69547"
2168,4140,Hoddle / Queens,HODDLE/QUEENS,2014-01,INT,YRA,105410877,-37.785483,144.994807,True,53.42789598108747,yellow,0.15628,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.785483,144.994807"
2169,6450,Calder / San Mateo,CALDER/SAN MATEO,2014-01,INT,MIL,105374400,-34.210991,142.141366,True,53.40640447023426,yellow,0.156226,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-34.210991,142.141366"
2170,5654,Princes Highway East / SERVICE,PHE/SERVICE,2015-09,INT,EGD,105374138,-37.826595,147.629482,True,53.38491295938105,yellow,0.156226,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.826595,147.629482"
2171,773,MOUNTAIN Highway / HAROLD,MOUNTAIN HWY/HAROLD,2014-01,INT,KNO,105358846,-37.85245,145.221681,True,53.36342144852784,yellow,0.156203,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.85245,145.221681"
2172,1068,Harbour Esp / Comtechport Ent,HARBOUR ESP/COMTECHPORT ENT,2014-01,INT,MBN,105261900,-37.813609,144.944356,True,53.341929937674614,yellow,0.156059,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.813609,144.944356"
2173,515,FRANKSTON-DANDENONG near WILLOW,FRANKSTON-DANDENONG NR WILLOW,2014-01,POS,DAN,105217186,-38.043847,145.209548,True,53.320438426821404,yellow,0.155993,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.043847,145.209548"
2174,6265,MCIVOR Highway near VINE,MCIVOR HWY NR VINE,2014-01,POS,GBO,105184772,-36.762069,144.272129,True,53.298946915968195,yellow,0.155945,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.762069,144.272129"
2175,4827,HIGHETT near GRIFFITHS,HIGHETT NR GRIFFITHS,2014-01,POS,YRA,105175475,-37.816258,145.002782,True,53.277455405114985,yellow,0.155931,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.816258,145.002782"
2176,3909,Grimshaw / Church,GRIMSHAW/CHURCH,2014-01,INT,BAN,105167944,-37.704495,145.101919,True,53.25596389426177,yellow,0.15592,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.704495,145.101919"
2177,4007,Lygon / Albion / Holmes,LYGON/ALBION/HOLMES,2014-01,INT,MRD,105124703,-37.762034,144.973347,True,53.23447238340855,yellow,0.155856,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.762034,144.973347"
2178,3997,Camp / Main,CAMP/MAIN,2014-01,INT,HUM,105078634,-37.688363,144.946164,True,53.212980872555335,yellow,0.155788,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.688363,144.946164"
2179,2870,Ormond / Myrnong / Pattison,ORMOND/MYRNONG/PATTISON,2014-01,INT,MNV,105026249,-37.773244,144.933664,True,53.191489361702125,yellow,0.15571,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.773244,144.933664"
